,CODE,NOM,DCI1,DOSAGE1,UNITE_DOSAGE1,FORME,PRESENTATION,PPV,PH,PRIX_BR,PRINCEPS_GENERIQUE,TAUX_REMBOURSEMENT
1337,6118000051114,URADOX 2 MG,DOXAZOSINE,2,MG,COMPRIME,1 BOITE 60 COMPRIME,136.70,90.40,136.70,G,0%
1338,6118000130338,ACIDAC,RANITIDINE,150,MG,COMPRIME ENROBE,1 BOITE 60 COMPRIME,90.00,56.10,90.00,G,70%
1339,6118000190585,METROZAL,METRONIDAZOLE,4,%,SUSPENSION BUVABLE,1 FLACON 120 ML,24.50,15.30,24.50,G,70%
1340,6118001101092,VIRGAN,GANCICLOVIR,0.15,%,GEL OPHTALMIQUE,1 TUBE 5 G,140.00,87.20,140.00,P,70%
1341,6118001210046,CAPD/DPCA 4,CONCENTRE POUR DIALYSE PERITONEALE,nan,nan,SOLUTION POUR DIALYSE PERITONEALE,4 POCHE 2000 ML,376.00,250.00,376.00,P,70%
1342,6118000140480,FRAXIPARINE,NADROPARINE,3800,UI,SOLUTION INJECTABLE,1 BOITE 2 SERINGUE,109.10,-,109.10,P,70%
1343,6118001110582,PHARMAETHYL,TETRAFLUOROETHANE,99.95,G,GAZ LIQUEFIE,1 FLACON 210 G,370.00,-,370.00,P,0%
1344,6118001110087,URGOCOR CORICIDE,ACIDE SALICYLIQUE,32,MG,PANSEMENT MEDICAMENTEUX,1 BOITE 12 PANSEMENT,14.50,-,14.50,G,0%
1345,6118001140473,FRAXIPARINE,NADROPARINE,2850,UI,SOLUTION INJECTABLE,1 BOITE 10 SERINGUE,286.00,190.40,286.00,P,70%
1346,6118000020349,COQUELUSEDAL PARACETAMOL NOURRISSON,GELSEMIUM / GRINDELIA / PARACETAMOL,5 / 10 / 100,MG / MG / MG,SUPPOSITOIRE,1 BOITE 12 SUPPOSITOIRE,17.70,11.70,17.70,P,0%
1347,6118001200603,"INNOHEP 3500 UI ANTI-XA/0,35 ML",TINZAPARINE,3500,UI,SOLUTION INJECTABLE,1 BOITE 2 SERINGUE PREREMPLIE,100.50,62.80,100.50,P,70%
1348,6118000021148,CLORACEF,CEFACLOR,500,MG,COMPRIME DISPERSIBLE,1 BOITE 12 COMPRIME,135.00,84.10,135.00,G,70%
1349,6118010020216,NOMYC,FLUCONAZOLE,150,MG,GELULE,1 BOITE 2 GELULE,42.50,26.50,42.50,G,70%
1350,6118000071020,NOMYC,FLUCONAZOLE,150,MG,GELULE,1 BOITE 2 GELULE,42.50,26.50,42.50,G,70%
1351,6118001110216,OROTREX,ISOTRETINOINE,20,MG,CAPSULE MOLLE,1 BOITE 60 CAPSULE,605.00,400.00,605.00,G,70%
1352,6118000051107,URADOX 2 MG,DOXAZOSINE,2,MG,COMPRIME,1 BOITE 30 COMPRIME,76.50,50.60,76.50,G,0%
1353,6118001184378,JAVLOR 25MG/ML,VINFLUNINE,50,MG,SOLUTION A DILUER POUR PERFUSION,1 BOITE 1 FLACON 2 ML,-,1975.00,1975.00,P,0%
1354,6118000081210,SULFAM,GLICLAZIDE,80,MG,COMPRIME SECABLE,1 BOITE 60 COMPRIME,71.40,44.60,71.40,G,70%
1355,6118001120048,HOLOXAN,IFOSFAMIDE,500,MG,POUDRE POUR PERFUSION,1 BOITE 1 FLACON,258.00,161.20,258.00,P,70%
1356,6118000240181,BREXIN,PIROXICAM BETA CYCLODEXTRINE,20,MG,COMPRIME SECABLE,1 BOITE 20 COMPRIME SECABLE,84.80,52.80,84.80,P,70%
1357,6118001070626,UMATROPE,SOMATROPINE,18,UI,POUDRE ET SOLVANT POUR SOLUTION INJECTABLE,1 SERINGUE 3 ML,3130.00,-,3130.00,P,70%
1358,6118010024948,PHARMAZINE,THIORIDAZINE,50,MG,COMPRIME DRAGEIFIE,1 BOITE 25 COMPRIME DRAGEFIE,15.60,10.30,15.60,G,0%
1359,6118000030959,NIFLURIL,ACIDE NIFLUMIQUE,400,MG,SUPPOSITOIRE,1 BOITE 8 SUPPOSITOIRE,22.00,13.70,22.00,P,70%
1360,6118001030279,NITRODERM TTS 5,TRINITRINE,5,MG,DISPOSITIF TRANSDERMIQUE,1 BOITE 10 PATCH,84.10,52.50,84.10,P,70%
1361,6118001150694,CICADERMA,SOUCHE HOMEOPATHIQUE,nan,nan,POMMADE,1 TUBE 30 G,43.40,28.50,43.40,P,0%
1362,6118000050025,AGIFENE,IBUPROFENE,5,%,GEL,1 TUBE 50 G,38.80,25.60,38.80,G,0%
1363,6118000080794,ORADEXON,DEXAMETHASONE,5,MG,SOLUTION INJECTABLE,1 BOITE 1 AMPOULE INJECTABLE,13.30,8.30,13.30,P,70%
1364,6118001183678,DOCEWIN 80 MG/2 ML,DOCETAXEL,80,MG,SOLUTION A DILUER POUR PERFUSION,1 FLACON 2 ML,2467.00,2128.00,2467.00,G,70%
1365,6118000032458,CRIZEPINE,CARBAMAZEPINE,200,MG,COMPRIME SECABLE,1 BOITE 50 COMPRIME,56.00,34.90,56.00,G,70%
1366,6118001200559,SEDONASE,STREPTOKINASE,1500000,UI,SOLUTION INJECTABLE,1 BOITE 1 FLACON,-,1850.00,1850.00,G,0%
1367,6118001021079,AMOXICILLINE/ACIDE CLAVULANIQUE MYLAN,AMOXICILLINE / ACIDE CLAVULANIQUE,2 / 200,G / MG,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 1 FLACON,51.00,31.80,51.00,G,70%
1368,6118001220281,HIBOR 7500 UI ANTI XA,BEMIPARINE,7500,UI,SOLUTION INJECTABLE,1 BOITE 10 SERINGUE PREREMPLIE,1463.90,968.40,1463.90,P,0%
1369,6118000092414,OMIZ 20 MG,OMEPRAZOLE,20,MG,GELULE,1 BOITE 7 GELULE,22.50,14.00,22.50,G,70%
1370,6118000091264,GENTA,GENTAMICINE,80,MG,SOLUTION INJECTABLE,1 BOITE 10 AMPOULE INJECTABLE,102.00,63.50,102.00,G,70%
1371,6118000080930,DRILL TOUX SÈCHE AD.,DEXTROMETHORPHANE,15,MG,SIROP,1 FLACON 150 ML,25.00,16.50,25.00,G,0%
1372,6118010117954,CEFTAJECT I.M 1G/10 ML,CEFTRIAXONE,1,G,POUDRE POUR PREPARATION INJECTABLE,1 BOITE 1 FLACON + AMPOULE,90.00,-,90.00,G,70%
1373,6118000241386,CEFTAJECT I.M 1G/10 ML,CEFTRIAXONE,1,G,POUDRE POUR PREPARATION INJECTABLE,1 BOITE 1 FLACON + AMPOULE,90.00,-,90.00,G,70%
1374,6118010115790,DIVARIUS 20 MG,PAROXETINE,20,MG,COMPRIME PELLICULE SECABLE,1 BOITE 56 COMPRIME PELLICULE,-,238.00,238.00,G,70%
1375,6118001260171,DIVARIUS 20 MG,PAROXETINE,20,MG,COMPRIME PELLICULE SECABLE,1 BOITE 56 COMPRIME PELLICULE,-,238.00,238.00,G,70%
1376,6118001070596,TOBRADEX,TOBRAMYCINE / DEXAMETHASONE,0.3 / 0.1,% / %,COLLYRE,1 FLACON 5 ML,35.70,23.60,35.70,P,0%
1377,6118000161103,FLOXAPEN,FLUCLOXACILLINE,1,G,POUDRE POUR USAGE PARENTERAL,1 BOITE 1 FLACON,25.00,15.60,23.10,P,70%
1378,6118010125690,AGLIM 2 MG,GLIMEPIRIDE,2,MG,COMPRIME,1 BOITE 30 COMPRIME,36.00,23.80,36.00,G,0%
1379,6118001181490,KETODERM,KETOCONAZOLE,2,%,GEL,1 BOITE 8 SACHET DOSE,185.10,122.40,185.10,P,0%
1380,6118000031154,AXIMYCINE,AMOXICILLINE,500,MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 100 ML,64.90,40.40,64.90,G,70%
1381,6118001180684,COLPOTROPHINE,PROMESTRIENE,1,%,CREME VAGINALE,1 TUBE 15 G,51.80,34.30,51.80,P,0%
1382,6118000070122,BELMAZOL 20MG,OMEPRAZOLE,20,MG,GELULE,1 BOITE 14 GELULE,49.00,30.50,49.00,G,70%
1383,6118010116322,MIDANIUM,MIDAZOLAM,5,MG/5ML,SOLUTION INJECTABLE,1 BOITE 10 AMPOULE,126.40,78.70,126.40,G,70%
1384,6118001110667,MIDANIUM,MIDAZOLAM,5,MG/5ML,SOLUTION INJECTABLE,1 BOITE 10 AMPOULE,126.40,78.70,126.40,G,70%
1385,6118001230143,FOLINATE DE CALCIUM AGUETTANT 100 MG,FOLINATE DE CALCIUM,100,MG,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 1 FLACON,115.00,71.60,115.00,G,70%
1386,6118010000706,VASCOR LM,TRIMETAZIDINE,35,MG,COMPRIME ENROBE LM,1 BOITE 60 COMPRIME,103.00,64.40,103.00,G,70%
1387,6118000081890,VASCOR LM,TRIMETAZIDINE,35,MG,COMPRIME ENROBE LM,1 BOITE 60 COMPRIME,103.00,64.40,103.00,G,70%
1388,6118001030125,COTAREG,VALSARTAN / HYDROCHLOROTHIAZIDE,80 / 12.5,MG / MG,COMPRIME PELLICULE,1 BOITE 28 COMPRIME,153.00,95.60,148.00,P,70%
1389,6118001160402,SINGULAIR,MONTELUKAST,4,MG,COMPRIME A CROQUER,1 BOITE 14 COMPRIME,149.50,98.90,149.50,P,0%
1390,6118000240587,OMEPRAL,OMEPRAZOLE,20,MG,GELULE,1 BOITE 28 GELULE,92.80,57.80,92.80,G,70%
1391,6118010121364,POLYGYNAX,SULFATE DE NEOMYCINE / SULFATE DE POLYMYXINE B / NYSTATINE,35 000 / 35 000 / 100 000,UI / UI / UI,CAPSULE VAGINALE,1 BOITE 12 CAPSULE GYNECOLOGIQUE,67.40,44.60,67.40,P,0%
1392,6118001183739,POLYGYNAX,SULFATE DE NEOMYCINE / SULFATE DE POLYMYXINE B / NYSTATINE,35 000 / 35 000 / 100 000,UI / UI / UI,CAPSULE VAGINALE,1 BOITE 12 CAPSULE GYNECOLOGIQUE,67.40,44.60,67.40,P,0%
1393,6118000080336,MAXIMAG,MAGNESIUM PIDOLATE,1.5,G,SOLUTION BUVABLE,1 BOITE 30 AMPOULE BUVABLE,61.20,40.50,61.20,G,0%
1394,6118010116889,XARELTO,RIVAROXABAN,10,MG,COMPRIME PELLICULE,1 BOITE 100 COMPRIME PELLICULE,-,4639.00,4639.00,P,0%
1395,6118001090655,XARELTO,RIVAROXABAN,10,MG,COMPRIME PELLICULE,1 BOITE 100 COMPRIME PELLICULE,-,4639.00,4639.00,P,0%
1396,6118000170587,BEROCCA ZINC,MULTIVITAMINES ET MINERAUX,nan,nan,COMPRIME EFFERVESCENT,1 BOITE 10 COMPRIME EFFERVESCENT,42.10,27.80,42.10,P,0%
1397,6118000041078,PREZAR,LOSARTAN,50,MG,COMPRIME PELLICULE SECABLE,1 BOITE 14 COMPRIME,45.00,28.10,45.00,G,70%
1398,6118001070114,AZOPT,BRINZOLAMIDE,10,MG,COLLYRE,1 FLACON 5 ML,157.60,98.20,157.60,P,70%
1399,6118001121038,ENDOXAN 1 G,CYCLOPHOSPHAMIDE,1,G,POUDRE POUR SOLUTION INJECTABLE IV,1 BOITE 1 FLACON,89.40,55.90,51.00,P,70%
1400,6118000011422,SENOPHILE,OXYDE DE ZINC / BENZOATE DE CHOLESTEROL,2.5 / 0.5,G / G,POMMADE,1 TUBE 50 G,14.60,9.60,14.60,P,0%
1401,6118010120503,ARANESP 40 µG,DARBEPOETIN ALFA,40,µG,SOLUTION INJECTABLE,1 BOITE 4 SERINGUE PREREMPLIE,-,2645.70,2645.70,P,0%
1402,6118001210084,ARANESP 40 µG,DARBEPOETIN ALFA,40,µG,SOLUTION INJECTABLE,1 BOITE 4 SERINGUE PREREMPLIE,-,2645.70,2645.70,P,0%
1403,6118000041054,CIVASTINE,SIMVASTATINE,40,MG,COMPRIME ENROBE,1 BOITE 28 COMPRIME,232.00,145.10,232.00,G,70%
1404,6118000010630,ERYFLUID,ERYTHROMYCINE,4,%,SOLUTION POUR APPLICATION LOCALE,1 FLACON 100 ML,79.25,52.40,79.25,P,0%
1405,6118001081189,KARDEGIC,ACIDE ACETYLSALICYLIQUE,160,MG,POUDRE POUR SOLUTION BUVABLE,1 BOITE 30 SACHET,35.70,22.30,35.70,P,70%
1406,6118000180333,DILRENE LP,DILTIAZEM,300,MG,GELULE LP,1 BOITE 30 GELULE,139.20,87.00,139.20,G,70%
1407,6118010016073,COLCHICINE,COLCHICINE,1,MG,COMPRIME SECABLE,1 BOITE 40 COMPRIME SECABLE,13.40,8.30,13.40,P,70%
1408,6118000081944,COLCHICINE,COLCHICINE,1,MG,COMPRIME SECABLE,1 BOITE 40 COMPRIME SECABLE,13.40,8.30,13.40,P,70%
1409,6118000041108,DIPREZAR FORT,LOSARTAN / HYDROCHLOROTHIAZIDE,100 / 25,MG / MG,COMPRIME PELLICULE,1 BOITE 28 COMPRIME,231.00,144.40,231.00,G,70%
1410,6118010017490,DOGMATIL,SULPIRIDE,0.5,G/100ML,SOLUTION BUVABLE,1 FLACON 125 ML,16.30,10.20,16.30,P,70%
1411,6118000012153,DOGMATIL,SULPIRIDE,0.5,G/100ML,SOLUTION BUVABLE,1 FLACON 125 ML,16.30,10.20,16.30,P,70%
1412,6118000081135,BIGUAN 850,METFORMINE,850,MG,COMPRIME,1 BOITE 30 COMPRIME,20.40,12.70,20.40,G,70%
1413,6118001160501,ISENTRESS,RALTEGRAVIR,400,MG,COMPRIME PELLICULE,1 BOITE 60 COMPRIME,-,4500.00,4500.00,P,0%
1414,6118000140450,SULFAPRIM,SULFAMETHOXAZOLE / TRIMETHOPRIME,4 / 800,G / MG,SUSPENSION BUVABLE,1 FLACON 100 ML,18.30,11.40,18.30,G,70%
1415,6118000021216,KEFLIN,CEFALOTINE,1,G,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 1 FLACON,30.00,18.70,28.50,P,70%
1416,6118000011064,MUCICLAR ADULTE,CARBOCYSTEINE,5,%,SIROP,1 FLACON 300 ML,44.00,-,44.00,P,0%
1417,6118000070580,LISASPIN,ACIDE ACETYLSALICYLIQUE,250,MG,POUDRE POUR SOLUTION BUVABLE,1 BOITE 20 SACHET,18.90,11.80,18.90,G,70%
1418,6118000040972,DOLIPRANE,PARACETAMOL,1,G,COMPRIME SECABLE,1 BOITE 10 COMPRIME,14.00,8.70,14.00,P,70%
1419,6118001230112,CARBOPLATINE AGUETTANT 50 MG,CARBOPLATINE,50,MG,SOLUTION POUR PERFUSION,1 BOITE 1 FLACON,467.00,310.00,467.00,G,70%
1420,6118000090823,STREPTOCID,AMOXICILLINE,250,MG,COMPRIME DISPERSIBLE,1 BOITE 12 COMPRIME DISPERSIBLE,32.60,20.30,32.60,G,70%
1421,6118000180258,ALGIPAN BAUME,CAPSICINE / HISTAMINE / MEPHENESINE,100 / 100 / 10,MG / MG / G,CREME,1 TUBE 40 G,14.75,9.80,14.75,P,0%
1422,6118001120390,NOVOMIX 30 PENFILL,INSULINE HUMAINE,100,UI,SUSPENSION INJECTABLE INTERMEDIAIRE,5 CARTOUCHE 3 ML,530.00,352.00,530.00,P,70%
1423,6118001200443,EBETAXEL,PACLITAXEL,30,MG,SOLUTION A DILUER POUR PERFUSION,1 FLACON 5 ML,590.00,392.00,590.00,G,70%
1424,6118000032564,CRIZEPINE,CARBAMAZEPINE,2,%,SUSPENSION BUVABLE,1 FLACON 150 ML,41.00,27.10,-,G,70%
1425,6118000250555,AMLOR,AMLODIPINE,10,MG,COMPRIME,1 BOITE 28 COMPRIME,98.90,61.80,98.90,P,70%
1426,6118010020438,EFITAC,RANITIDINE,75,MG,COMPRIME EFFERVESCENT,1 BOITE 14 COMPRIME,41.00,25.50,41.00,G,70%
1427,6118000340010,EFITAC,RANITIDINE,75,MG,COMPRIME EFFERVESCENT,1 BOITE 14 COMPRIME,41.00,25.50,41.00,G,70%
1428,6118001010189,CEPLATIN,CISPLATINE,50,MG,SOLUTION POUR PERFUSION,1 BOITE 1 FLACON,117.90,73.70,117.90,G,70%
1429,6118000250609,FASIGYNE,TINIDAZOLE,500,MG,COMPRIME ENROBE,1 BOITE 12 COMPRIME,66.30,41.30,66.30,P,70%
1430,6118000230281,HERPEVIR,ACICLOVIR,200,MG,COMPRIME,1 BOITE 25 COMPRIME,171.00,106.50,171.00,G,70%
1431,6118000010920,KETODERM,KETOCONAZOLE,2,%,CREME,1 TUBE 10 G,35.90,23.70,35.90,P,0%
1432,6118000032571,MICROZIDE,GLICLAZIDE,80,MG,COMPRIME SECABLE,1 BOITE 20 COMPRIME,22.00,13.70,22.00,G,70%
1433,6118010125737,AGLIM 4 MG,GLIMEPIRIDE,4,MG,COMPRIME,1 BOITE 60 COMPRIME,110.70,73.20,110.70,G,0%
1434,6118001181575,LEDERTREXATE 50 MG,METHOTREXATE,50,MG,SOLUTION INJECTABLE,1 FLACON 2 ML,81.90,51.20,81.90,P,70%
1435,6118001020386,MIDAZOLAM MYLAN,MIDAZOLAM,5,MG/5ML,SOLUTION INJECTABLE,1 BOITE 10 FLACON 5 ML,192.00,119.60,192.00,G,70%
1436,6118000180456,SORBALCA,ACIDE ACETYLSALICYLIQUE / CYANOCOBALAMINE,300 / 500,MG / MG,COMPRIME EFFERVESCENT,1 BOITE 20 COMPRIME,24.35,16.10,24.35,P,0%
1437,6118000140252,EFDOL CAFEINE,PARACETAMOL / CAFEINE,500 / 50,MG / MG,COMPRIME,1 BOITE 20 COMPRIME,14.80,9.80,14.80,G,0%
1438,6118001100088,OEDES,OMEPRAZOLE,20,MG,GELULE,1 BOITE 28 GELULE,99.00,61.70,99.00,G,70%
1439,6118001021369,PACLITAXEL MYLAN PHARMA 300 MG/50 ML,PACLITAXEL,300,MG,SOLUTION A DILUER POUR PERFUSION,1 FLACON 50 ML,1574.00,1312.00,1574.00,G,70%
1440,6118000032038,TETRACYCLINE LAPROPHAN,TETRACYCLINE,3,%,POMMADE,1 TUBE 15 G,6.30,4.20,6.30,G,0%
1441,6118000340126,INIKAL 5 MG,AMLODIPINE,5,MG,COMPRIME,1 BOITE 30 COMPRIME,43.00,26.90,43.00,G,70%
1442,6118001070909,CYMBALTA,DULOXETINE,30,MG,GELULE GASTRO-RESISTANTE,1 BOITE 28 GELULE GASTRO-RESISTANTE,284.00,177.40,284.00,P,70%
1443,6118010117244,CIALIS,TADALAFIL,10,MG,COMPRIME PELLICULE,1 BOITE 4 COMPRIME PELLICULE,310.00,-,310.00,P,0%
1444,6118001070145,CIALIS,TADALAFIL,10,MG,COMPRIME PELLICULE,1 BOITE 4 COMPRIME PELLICULE,310.00,-,310.00,P,0%
1445,6118000091066,CANAFLUCAN,FLUCONAZOLE,150,MG,GELULE,1 BOITE 1 GELULE,33.00,20.60,33.00,G,70%
1446,6118001230334,FLUMAX 2000 UI ANTI-XA/0.2ML,ENOXAPARINE,2000,UI ANTI-XA,SOLUTION INJECTABLE,1 BOITE 2 SERINGUE PREREMPLIE,65.30,40.80,65.30,G,70%
1447,6118000140726,RAZON,PANTOPRAZOLE,40,MG,COMPRIME ENROBE GASTRO-RESISTANT,1 BOITE 14 COMPRIME GASTRO-RESISTANT,100.00,66.10,100.00,G,0%
1448,6118000030423,OPTICILLINE,AMPICILLINE,250,MG,POUDRE POUR USAGE PARENTERAL,1 BOITE 1 FLACON,9.70,6.40,9.70,G,70%
1449,6118000080756,PYRALVEX,RHUBARBE EXTRAIT SEC / ACIDE SALICYLIQUE,5 / 1,G / G,SOLUTION BUCCALE ET GINGIVALE,1 FLACON 25 ML,17.60,11.66,17.60,P,0%
1450,6118000020929,MEBEVERINE FORTE,MEBEVERINE,135,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME,54.70,34.10,54.70,G,70%
1451,6118001100675,TIMABAK,TIMOLOL,0.25,%,COLLYRE,1 FLACON 5 ML,83.10,51.80,54.00,P,70%
1452,6118000170174,GLUCOR,ACARBOSE,100,MG,COMPRIME SECABLE,1 BOITE 90 COMPRIME,240.00,158.80,240.00,P,70%
1453,6118001071371,TRAMIUM 100 MG,TRAMADOL,100,MG,GELULE LP,1 BOITE 20 GELULE LP,92.00,60.80,92.00,G,0%
1454,6118000092230,DONTOGYL,SPIRAMYCINE / METRONIDAZOLE,0.75 / 125,MUI / MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME PELLICULE,77.00,48.00,77.00,G,70%
1455,6118000250777,MUCILAR ENFANTS ET NOURISSONS,CARBOCYSTEINE,2,%,SIROP,1 FLACON 125 ML,14.95,9.90,14.95,P,0%
1456,6118001120468,FRAGMIN,DALTEPARINE,2500,UI,SOLUTION INJECTABLE,10 SERINGUE .2 ML,265.00,166.00,265.00,P,70%
1457,6118000190745,NEOMOX,AMOXICILLINE,500,MG,GELULE,1 BOITE 12 GELULE,45.30,28.30,45.30,G,70%
1458,6118000270041,BICARBONATE EM 39,CONCENTRE POUR HEMODIALYSE,nan,nan,SOLUTE CONCENTRE,1 BIDON 5 L,73.60,46.00,71.70,P,70%
1459,6118000020165,ZYRTEC,CETIRIZINE,10,MG,SOLUTION POUR GOUTTES BUVABLES,1 FLACON 15 ML,49.60,30.90,49.60,P,70%
1460,6118000080190,ALLERGINE,LORATADINE,10,MG,COMPRIME SECABLE,1 BOITE 30 COMPRIME,83.10,51.80,83.10,G,70%
1461,6118000060178,SOLUPRED,PREDNISOLONE,5,MG,COMPRIME EFFERVESCENT,1 BOITE 30 COMPRIME,33.30,20.80,28.00,P,70%
1462,6118001020089,CEFTRIAXONE MYLAN,CEFTRIAXONE,250,MG,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 1 FLACON,54.00,33.60,54.00,G,70%
1463,6118001040056,CACIT,CALCIUM,1,G,COMPRIME EFFERVESCENT,1 BOITE 10 COMPRIME,36.00,22.50,36.00,P,70%
1464,6118000241331,RODAL,CEFADROXIL,1,G,COMPRIME DISPERSIBLE,1 BOITE 12 COMPRIME,75.00,49.60,75.00,G,70%
1465,6118001121243,INSULINE INSULATARD HM PENFILL,INSULINE HUMAINE,100,UI,SUSPENSION INJECTABLE INTERMEDIAIRE,1 CARTOUCHE 3 ML,73.00,48.30,73.00,P,70%
1466,6118000011330,PRIMALAN,MEQUITAZINE,5,MG,COMPRIME SECABLE,1 BOITE 14 COMPRIME,28.60,17.80,28.60,P,70%
1467,6118001270422,PRAVASTATINE GT,PRAVASTATINE,20,MG,COMPRIME,1 BOITE 20 COMPRIME,154.00,96.20,154.00,G,70%
1468,6118000030362,MANNITOL 20% LAPROPHAN,MANNITOL,20,%,SOLUTION POUR PERFUSION,12 FLACON 500 ML,324.30,214.50,324.30,G,0%
1469,6118001150144,EULEXINE,FLUTAMIDE,250,MG,COMPRIME,1 BOITE 30 COMPRIME,283.00,188.40,283.00,P,70%
1470,6118001230150,BUPIVACAINE AGUETTANT 5MG/ML,BUPIVACAINE,0.5,%,SOLUTION INJECTABLE,1 BOITE 20 FLACON,722.00,478.00,722.00,G,70%
1471,6118010000010,SPASFON,PHLOROGLUCINOL,80,MG,COMPRIME ENROBE,1 BOITE 30 COMPRIME,27.50,-,27.50,P,70%
1472,6118010120947,SERTRALINE GT 100 MG,SERTRALINE,100,MG,COMPRIME PELLICULE,1 BOITE 20 COMPRIME PELLICULE,135.40,89.60,135.40,G,0%
1473,6118000330196,SERTRALINE GT 100 MG,SERTRALINE,100,MG,COMPRIME PELLICULE,1 BOITE 20 COMPRIME PELLICULE,135.40,89.60,135.40,G,0%
1474,6118010024214,EOSINE PHARMA,EOSINE,2,G,SOLUTION POUR APPLICATION LOCALE,1 FLACON 90 ML,12.10,-,12.10,G,0%
1475,6118010000959,SPECTRUM,CIPROFLOXACINE,200,MG,SOLUTION INJECTABLE,1 BOITE 1 FLACON,159.00,99.10,159.00,G,70%
1476,6118001101412,SPECTRUM,CIPROFLOXACINE,200,MG,SOLUTION INJECTABLE,1 BOITE 1 FLACON,159.00,99.10,159.00,G,70%
1477,6118000120537,RHUMAGRIP,PARACETAMOL / PSEUDOEPHEDRINE,500 / 30,MG / MG,COMPRIME,1 BOITE 16 COMPRIME,17.00,11.25,17.00,G,0%
1478,6118000160885,STAPHYPEN,FLUCLOXACILLINE,500,MG,GELULE,1 BOITE 12 GELULE,68.30,42.60,50.00,P,70%
1479,6118010035432,ORACEFAL,CEFADROXIL,500,MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 60 ML,109.80,-,70.00,P,70%
1480,6118010116636,APIDRA SOLOSTAR,INSULINE HUMAINE,100,UI,SOLUTION INJECTABLE,1 BOITE 1 STYLO PRE-REMPLI,98.40,61.50,98.40,P,70%
1481,6118001081622,APIDRA SOLOSTAR,INSULINE HUMAINE,100,UI,SOLUTION INJECTABLE,1 BOITE 1 STYLO PRE-REMPLI,98.40,61.50,98.40,P,70%
1482,6118000230151,MYCODERME 1%,ECONAZOLE,1,%,CREME,1 TUBE 40 G,36.70,22.90,36.70,G,70%
1483,6118001070428,MYDRIATICUM,TROPICAMIDE,0.5,%,COLLYRE,1 FLACON 10 ML,25.90,17.10,25.90,P,0%
1484,6118000040569,MOBIC,MELOXICAM,15,MG,COMPRIME SECABLE,1 BOITE 14 COMPRIME,61.50,38.30,60.90,P,70%
1485,6118010023347,ALFAMOX,AMOXICILLINE,500,MG,GELULE,1 BOITE 12 GELULE,39.80,24.80,39.80,G,70%
1486,6118000080435,GENTAMEN 160,GENTAMICINE,160,MG,SOLUTION INJECTABLE,1 BOITE 6 AMPOULE INJECTABLE,125.00,82.70,119.80,P,70%
1487,6118010033391,RINOCLENIL 50 MCG,BECLOMETASONE,50,µG,SUSPENSION NASALE,1 FLACON 200 DOSE,71.20,47.10,71.20,G,70%
1488,6118001260119,RINOCLENIL 50 MCG,BECLOMETASONE,50,µG,SUSPENSION NASALE,1 FLACON 200 DOSE,71.20,47.10,71.20,G,70%
1489,6118000240443,GLYCEMAT,GLICLAZIDE,80,MG,COMPRIME SECABLE,1 BOITE 60 COMPRIME,75.05,-,71.40,G,70%
1490,6118001020041,BUPIVACAINE MYLAN 20 MG/4 ML,BUPIVACAINE,0.5,%,SOLUTION INJECTABLE,1 BOITE 10 FLACON,406.00,269.00,406.00,G,70%
1491,6118000140510,FRAXIPARINE,NADROPARINE,7600,UI,SOLUTION INJECTABLE,1 BOITE 2 SERINGUE,245.60,-,245.60,P,70%
1492,6118010000683,ASPEGIC,ACIDE ACETYLSALICYLIQUE,500,MG,POUDRE POUR SOLUTION BUVABLE,1 BOITE 12 SACHET,18.00,11.20,18.00,P,70%
1493,6118000061595,ASPEGIC,ACIDE ACETYLSALICYLIQUE,500,MG,POUDRE POUR SOLUTION BUVABLE,1 BOITE 12 SACHET,18.00,11.20,18.00,P,70%
1494,6118000091981,ALFACEFAL 250 MG/5 ML,CEFACLOR,3,G,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 60 ML,76.00,50.30,76.00,G,0%
1495,6118000130321,ACIDAC,RANITIDINE,150,MG,COMPRIME ENROBE,1 BOITE 30 COMPRIME,60.00,37.40,60.00,G,70%
1496,6118010035531,TOTAPEN,AMPICILLINE,1,G,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 4 FLACON,51.80,-,51.80,P,70%
1497,6118000270034,BICARBONATE EM 59,CONCENTRE POUR HEMODIALYSE,nan,nan,SOLUTE CONCENTRE,1 BIDON 5 L,73.60,46.00,71.70,P,70%
1498,6118000180487,THEOPHYLLINE BRUNEAU ENFANT,THEOPHYLLINE,100,MG,SUPPOSITOIRE,1 BOITE 6 SUPPOSITOIRE,10.90,6.80,10.90,P,70%
1499,6118010000911,IRINOTECAN COOPER,IRINOTECAN,40,MG,SOLUTION A DILUER POUR PERFUSION,1 FLACON 2 ML,506.00,336.00,506.00,G,70%
1500,6118001101450,IRINOTECAN COOPER,IRINOTECAN,40,MG,SOLUTION A DILUER POUR PERFUSION,1 FLACON 2 ML,506.00,336.00,506.00,G,70%
